,product_name,selling_price,actual_price,average_rating,rating_and_rivew,resolution,refresh_rate,hdmi_usb,speaker,warranty,exchange_offer
0,Yuwa 24 HD 60 cm (24 inch) HD Ready LED TV,"₹5,999","₹10,192",3.5,4 Ratings & 0 Reviews,HD Ready 1366*768 Pixels,60 Hz Refresh Rate,1 x HDMI | 1 x USB,20 WATT Speaker Output,1 Year Manufacturer Warranty,Bank Offer
939,Hisense U6G Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV Full Array Local Dimming,"₹77,990","₹1,09,990",4.5,12 Ratings & 4 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
940,Hisense A71F Series 177 cm (70 inch) Ultra HD (4K) LED Smart Android TV with Dolby Vision and Dolby At...,"₹77,990","₹1,19,990",4.3,61 Ratings & 12 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,36 W Speaker Output,,"Upto ₹8,000 Off on Exchange"
941,LG 123 cm (49 inch) Full HD LED Smart TV,"₹77,900",0,4.1,80 Ratings & 22 Reviews,Full HD 1920 x 1080 Pixels,50 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"Upto ₹8,000 Off on Exchange"
942,SONY X80J 126 cm (50 inch) Ultra HD (4K) LED Smart TV,"₹77,500","₹99,900",4.7,259 Ratings & 60 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
943,SONY X80J 138.8 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹77,390","₹1,09,900",4.7,259 Ratings & 60 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,"Upto ₹8,000 Off on Exchange"
944,SONY X8000H 138.8 cm (55 inch) Ultra HD (4K) LED Smart Android TV,"₹75,999","₹1,06,900",4.4,80 Ratings & 12 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty on Product,"Upto ₹16,050 Off on Exchange"
945,SONY 123 cm (49 inch) Ultra HD (4K) LED Smart Android TV,"₹75,099","₹89,900",4.4,80 Ratings & 12 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,"Upto ₹16,050 Off on Exchange"
946,LG Nanocell 123 cm (49 inch) Ultra HD (4K) LED Smart TV,"₹74,999","₹90,990",4.3,27 Ratings & 4 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 3 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
947,Lloyd Clara 163 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹74,999","₹1,53,990",4.8,6 Ratings & 1 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 2 x USB,30 W Speaker Output,3 Years  comprehensive Warranty,"Upto ₹11,000 Off on Exchange"
948,SAMSUNG The Serif Series 123 cm (49 inch) QLED Ultra HD (4K) Smart TV,"₹74,990","₹1,29,900",4.6,38 Ratings & 3 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,"1 Year Standard Warranty + 2 Years additional warranty on LED (on selected Neo QLED 8K, Neo QLED, QLED, Lifestyle TV models)(Offer Valid till 30 - June - 2022)","Upto ₹11,000 Off on Exchange"
949,Vu Masterpiece Glo 139 cm (55 inch) QLED Ultra HD (4K) Smart Android TV,"₹74,990","₹80,000",0,0,Ultra HD (4K) 3840 x 2160 Pixels,120 Hz Refresh Rate,4 x HDMI | 2 x USB,100 W Speaker Output,3 Years Warranty,Bank Offer
950,LG 164 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹74,990","₹1,19,990",4.4,"5,769 Ratings & 690 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
951,LG 139.7 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹74,990","₹1,49,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,20W Speaker Output,1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module,Bank Offer
952,SAMSUNG The Frame 2020 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,"₹73,999","₹1,29,900",4.5,"4,500 Ratings & 659 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,120 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,1 Year Comprehensive Warranty on Product and 1 Year Additional warranty on Panel,"Upto ₹8,000 Off on Exchange"
953,Lloyd 164 cm (65 inch) Ultra HD (4K) LED Smart Android TV,"₹73,990","₹1,24,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
954,OnePlus Q1 Series 138.8 cm (55 inch) QLED Ultra HD (4K) Smart Android TV Sliding Soundbar,"₹72,990","₹99,900",4.2,46 Ratings & 5 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,50 W Speaker Output,,"Upto ₹8,000 Off on Exchange"
955,SONY X80AJ 138.8 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹71,999","₹1,09,900",4.8,83 Ratings & 17 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,"Upto ₹8,000 Off on Exchange"
956,Micromax 139 cm (55 inch) Full HD LED TV,"₹71,990",0,4.2,63 Ratings & 15 Reviews,Full HD 1920 x 1080 Pixels,60 Hz Refresh Rate,2 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
957,Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Android TV,"₹71,990","₹89,990",0,0,Ultra HD (4K) 3840 * 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 Speaker Output,,Bank Offer
958,iFFALCON H72 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV Hands Free Voice Control & Works wit...,"₹69,999","₹1,56,990",4.5,26 Ratings & 9 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹11,000 Off on Exchange"
959,Panasonic FX600 Series 139 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹69,999","₹1,09,900",4.1,14 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
960,LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹87,999","₹1,49,990",4.6,33 Ratings & 8 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,100 Hz Refresh Rate,4 x HDMI | 3 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
961,Panasonic 165 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹87,439","₹1,19,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 Speaker Output,,Bank Offer
962,SAMSUNG Series 5 123 cm (49 inch) Full HD LED Smart TV,"₹86,900",0,4.9,14 Ratings & 1 Reviews,Full HD 1920 x 1080 Pixels,120 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty on Product and 1 Year Additional Warranty on Panel,"Upto ₹8,000 Off on Exchange"
963,LG 165.1 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹86,569","₹1,49,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),Bank Offer
964,SAMSUNG Crystal 4K Pro 163 cm (65 inch) Ultra HD (4K) LED Smart TV with Voice Search,"₹85,990","₹1,25,900",4.4,"7,264 Ratings & 875 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,20 W Speaker Output,1 Year Product Warranty and 1 Year Additional on Panel,"Upto ₹13,000 Off on Exchange"
965,SAMSUNG 139 cm (55 inch) QLED Ultra HD (4K) Smart TV,"₹85,000","₹1,34,900",4.6,11 Ratings & 0 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel,Bank Offer
966,SAMSUNG The Frame 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,"₹84,999","₹1,33,900",4.6,"1,417 Ratings & 260 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,120 Hz Refresh Rate,4 x HDMI | 3 x USB,40 W Speaker Output,,"Upto ₹11,000 Off on Exchange"
967,iFFALCON 163.8 cm (65 inch) QLED Ultra HD (4K) Smart Android TV HandsFree Voice Search,"₹84,999","₹1,86,990",4.5,41 Ratings & 10 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
968,SAMSUNG Neo QLED 125 cm (50 inch) QLED Ultra HD (4K) Smart TV,"₹84,990","₹1,19,900",4.5,163 Ratings & 32 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,1 Year Warranty on Product and 1 Year Additional on Panel,"Upto ₹11,000 Off on Exchange"
969,LG 164 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹84,990","₹1,29,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty on Product and 1 Year on Panel,Bank Offer
970,SAMSUNG Crystal 4K 163 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹83,999","₹1,16,900",4.3,"6,667 Ratings & 701 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,20 W Speaker Output,1 Year Product Warranty and 1 Year Additional on Panel,"Upto ₹13,000 Off on Exchange"
971,SAMSUNG The Frame 2021 Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,"₹83,999","₹1,44,900",4.2,"1,032 Ratings & 143 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,120 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,"1 Year Standard Warranty + 2 Years additional warranty on LED (on selected Neo QLED 8K, Neo QLED, QLED, Lifestyle TV models)(Offer Valid till 30 - June - 2022)","Upto ₹14,500 Off on Exchange"
972,LG UHD 164 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹83,999","₹1,39,990",4.4,"12,906 Ratings & 1,464 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹8,000 Off on Exchange"
973,LG 164 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹83,900","₹1,29,990",4.5,792 Ratings & 120 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
974,SONY 139 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹83,100","₹1,39,900",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,20W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
975,SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV with Voice Search,"₹81,999","₹1,29,900",4.5,"6,879 Ratings & 1,027 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product and 1 Year Additional warranty on Panel,"Upto ₹8,000 Off on Exchange"
976,SAMSUNG 7 163 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹81,990","₹1,15,999",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product.,Bank Offer
977,LG 123 cm (49 inch) Ultra HD (4K) LED Smart TV,"₹80,990",0,4.5,125 Ratings & 23 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"Upto ₹8,000 Off on Exchange"
978,TCL P2MUS 163.8 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹79,999","₹1,49,900",4,3 Ratings & 0 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,16 W Speaker Output,,"Upto ₹8,000 Off on Exchange"
979,TCL C725 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV (Black) (2021 Model) |Works With Video C...,"₹79,990","₹1,59,990",4.3,32 Ratings & 6 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
980,TCL C715 Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV with Handsfree Voice Control & Do...,"₹79,990","₹1,89,990",4.4,598 Ratings & 98 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
981,LG Ultra HD 108 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹79,990",0,4.4,29 Ratings & 8 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,100 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module,"Upto ₹11,000 Off on Exchange"
982,TCL C815 Series 164 cm (65 inch) QLED Ultra HD (4K) Smart Android TV With Integrated 2.1 Onkyo Soundba...,"₹79,900","₹2,69,990",4.4,161 Ratings & 30 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,50 W Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
983,LG Nanocell 139 cm (55 inch) Ultra HD (4K) LED Smart TV,"₹79,499","₹1,29,990",4.7,23 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
984,Thomson OATHPRO Series 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & D...,"₹99,999","₹1,49,999",4.4,"21,999 Ratings & 5,950 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product & 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
985,Haier E-series 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV,"₹99,999","₹1,49,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Warranty on Product and 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
986,LG OLED A1 Series 139 cm (55 inch) OLED Ultra HD (4K) Smart TV,"₹99,999","₹1,89,990",3.7,56 Ratings & 10 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 2 Years Warranty on ALL PARTS of TV including Panel /Module .(Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
987,Compaq HEX 165.1 cm (65 inch) QLED Ultra HD (4K) Smart Android TV,"₹99,999","₹2,29,990",4.3,75 Ratings & 24 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,24 W Speaker Output,1 Year Warranty on Product,"Upto ₹8,000 Off on Exchange"
988,KODAK CA Series 189 cm (75 inch) Ultra HD (4K) LED Smart Android TV with Dolby Digital Plus & DTS TruS...,"₹99,999","₹1,49,999",4.5,"17,439 Ratings & 5,302 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,1 Year Warranty on Product and 6 Months on Accessories,"Upto ₹8,000 Off on Exchange"
989,LG 139 cm (55 inch) OLED Ultra HD (4K) Smart TV,"₹99,999","₹2,19,990",4.6,322 Ratings & 50 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 3 x USB,40 W Speaker Output,1 Year Comprehensive Warranty and Additional 2 Years Warranty on ALL PARTS of TV including Panel /Module .(Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
990,SONY 163.9 cm (65 inch) Ultra HD (4K) LED Smart Android TV,"₹99,990","₹1,79,990",4.4,80 Ratings & 12 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
991,Lloyd 147 cm (58 inch) Ultra HD (4K) LED Smart Android TV,"₹99,990",0,0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
992,SONY X75K 163.9 cm (65 inch) Ultra HD (4K) LED Smart TV with Google TV,"₹98,960","₹1,39,900",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
993,Panasonic 165 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹96,639","₹1,29,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 Speaker Output,,Bank Offer
994,LG 177.8 cm (70 inch) Ultra HD (4K) LED Smart TV,"₹95,990","₹1,49,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20W Speaker Output,1 Year Warranty on Product and 1 Year on Panel,Bank Offer
995,SONY X80J 163.9 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹94,700","₹1,79,900",4.7,259 Ratings & 60 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty on Product,"Upto ₹8,000 Off on Exchange"
996,LG 122 cm (48 inch) OLED Ultra HD (4K) Smart TV,"₹94,550","₹1,10,690",2.3,3 Ratings & 1 Reviews,"Ultra HD (4K) 3,840 x 2,160 Pixels",120 Hz Refresh Rate,4 x HDMI | 3 x USB,1 Speaker Output,Manufacturer Warranty,Bank Offer
997,SAMSUNG Q60RAK 123 cm (49 inch) QLED Ultra HD (4K) Smart TV,"₹93,999","₹1,01,900",4.6,44 Ratings & 6 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,100 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,,"Upto ₹11,000 Off on Exchange"
998,SAMSUNG 8 163 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹93,899","₹1,35,900",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product.,Bank Offer
999,SAMSUNG 123 cm (49 inch) Full HD LED Smart TV,"₹92,500",0,4.1,30 Ratings & 11 Reviews,Full HD 1920 x 1080 Pixels,100 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Samsung India Domestic Warranty,"Upto ₹8,000 Off on Exchange"
1000,Micromax 109 cm (43 inch) Ultra HD (4K) LED Smart TV,"₹91,990",0,4,"2,677 Ratings & 763 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 3 x USB,20 W Speaker Output,1 Year Warranty,"Upto ₹8,000 Off on Exchange"
1001,LG 165.1 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹91,574","₹1,39,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20W Speaker Output,1 Year Warranty on Product and 1 Year on Panel,Bank Offer
1002,Xiaomi OLED Vision 138.8 cm (55 inches) 4K Ultra HD Smart Android TV with Dolby Vision IQ and Dolby At...,"₹89,999","₹1,99,999",4.7,7 Ratings & 3 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,30 W Speaker Output,3 Years Warranty on Product and Panel provided by the brand from the date of purchase(Offer Valid till 30 - June - 2022),"Upto ₹8,000 Off on Exchange"
1003,TCL 165 cm (65 inch) Ultra HD (4K) LED Smart Android TV,"₹89,999","₹1,79,990",4.5,31 Ratings & 11 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,16 W Speaker Output,1 Year Warranty on Product + 1 Year Additional on Panel,"Upto ₹8,000 Off on Exchange"
1004,SAMSUNG 163 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹89,999","₹1,49,900",4.5,29 Ratings & 4 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,2 x HDMI | 1 x USB,20 W Speaker Output,,"Upto ₹11,000 Off on Exchange"
1005,LG Nanocell 164 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹89,990","₹1,59,990",4.4,360 Ratings & 59 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year Comprehensive Warranty and Additional 1 Year Warranty applicable on Panel Only. (Offer valid till 31 - July - 2022),"Upto ₹11,000 Off on Exchange"
1006,SAMSUNG The Serif Series 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,"₹89,990","₹1,63,900",4.6,38 Ratings & 3 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,"1 Year Standard Warranty + 2 Years additional warranty on LED (on selected Neo QLED 8K, Neo QLED, QLED, Lifestyle TV models)(Offer Valid till 30 - June - 2022)","Upto ₹11,000 Off on Exchange"
1007,SAMSUNG 7 163 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹89,899","₹1,24,900",0,0,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 1 x USB,20 W Speaker Output,1 Year Comprehensive Warranty on Product.,Bank Offer
1008,SAMSUNG Series 7 163 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹1,22,299","₹2,09,900",4.7,10 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,100 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,,"Upto ₹11,000 Off on Exchange"
1009,SAMSUNG The Frame 2020 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,"₹1,22,290","₹2,22,900",4.5,"4,500 Ratings & 659 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,120 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,1 Year Comprehensive Warranty on Product and 1 Year Additional warranty on Panel,"Upto ₹8,000 Off on Exchange"
1010,SONY 164 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹1,22,000","₹1,99,990",0,0,Ultra HD (4K) 3840 x 2160 Pixels,120 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,1 Year Manufacturer Warranty,Bank Offer
1011,SAMSUNG Q60RAK 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,"₹1,21,999","₹1,43,900",4.3,12 Ratings & 2 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,100 Hz Refresh Rate,4 x HDMI | 2 x USB,20 W Speaker Output,,"Upto ₹11,000 Off on Exchange"
1012,LG 164 cm (65 inch) Ultra HD (4K) LED Smart TV,"₹1,20,999","₹1,69,103",4.5,"6,160 Ratings & 951 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,50 Hz Refresh Rate,3 x HDMI | 2 x USB,20 W Speaker Output,1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module only,"Upto ₹8,000 Off on Exchange"
1013,Vu QLED Premium TV 190 cm (75 inch) Ultra HD (4K) LED Smart Android TV,"₹1,19,999","₹1,50,000",4.4,34 Ratings & 9 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,1 Year Vu Domestic Warranty,"Upto ₹11,000 Off on Exchange"
1014,Sansui 139 cm (55 inch) Ultra HD (4K) Curved LED Smart TV,"₹1,19,990",0,4.3,4 Ratings & 3 Reviews,Ultra HD (4K) 3840 x 2160 Pixels,60 Hz Refresh Rate,3 x HDMI | 3 x USB,20 W Speaker Output,1 Year with additional 2 Years Extended Warranty,"Upto ₹8,000 Off on Exchange"
1015,SAMSUNG 138 cm (55 inch) QLED Ultra HD (4K) Smart TV,"₹1,19,990","₹1,92,990",0,0,Ultra HD (4K) 4K QLED (3840 x 2160) Pixels,120 Hz Refresh Rate,4 x HDMI | 2 x USB,60 Watts Speaker Output,,Bank Offer
1016,SAMSUNG The Frame 2021 Series 163 cm (65 inch) QLED Ultra HD (4K) Smart TV,"₹1,19,990","₹2,22,900",4.2,"1,032 Ratings & 143 Reviews",Ultra HD (4K) 3840 x 2160 Pixels,120 Hz Refresh Rate,4 x HDMI | 2 x USB,40 W Speaker Output,"1 Year Standard Warranty + 2 Years additional warranty on LED (on selected Neo QLED 8K, Neo QLED, QLED, Lifestyle TV models)(Offer Valid till 30 - June - 2022)","Upto ₹14,500 Off on Exchange"
